was or is here,use this one instead,is exactly the same--counting different editedness as same,is edited for content,is only a folder,is-higher-quality,is-lower-quality
E:\Music\Video Game Music\Compilations\ocremix.org\Chrono_Trigger_JESUS_CHRIST_IT'S_A_DINOSAUR_GET_IN_THE_EPOCH_OC_ReMix.mp3,E:\Music\Video Game Music\Compilations\vgmix.com\DrumUltimA - Dances of Wind Sky and Earth.mp3,1,0,0
E:\Music\Video Game Music\Compilations\Final Fantasy VII - Voices of the Lifestream\MP3,E:\Music\Video Game Music\Compilations\Final Fantasy VII - Voices of the Lifestream\FLAC,1,0,1,1
